VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
159941,Tuesday,60538862097,1,FINANCIAL SERVICES,0
159963,Tuesday,4000042431,2,IMPULSE MERCHANDISE,100
159963,Tuesday,4135,1,PRODUCE,1214
160001,Tuesday,4178900251,4,GROCERY DRY GOODS,3105
160096,Tuesday,76835381818,1,MENSWEAR,6574
160113,Tuesday,7874205685,1,GROCERY DRY GOODS,3559
160221,Tuesday,88882328611,1,MENS WEAR,4000
160359,Tuesday,68113145780,1,SERVICE DELI,3005
160422,Tuesday,5200012203,1,DSD GROCERY,4607
160634,Tuesday,4850030414,1,DAIRY,1404
160634,Tuesday,4045,1,PRODUCE,3004
160695,Tuesday,3663200991,1,DAIRY,1443
160710,Tuesday,4300005401,1,GROCERY DRY GOODS,4008
160735,Tuesday,7874235201,1,DAIRY,1515
160859,Tuesday,3660081481,1,IMPULSE MERCHANDISE,338
160947,Tuesday,4011,1,PRODUCE,5501
160983,Tuesday,60538871461,1,DAIRY,9101
160983,Tuesday,3500039013,1,HOUSEHOLD CHEMICALS/SUPP,2070
161146,Wednesday,60538862097,1,FINANCIAL SERVICES,0
161161,Wednesday,2113150111,6,FROZEN FOODS,1903
161176,Wednesday,88851063238,1,"GIRLS WEAR, 4-6X  AND 7-14",125
161235,Wednesday,22591900000,1,MEAT - FRESH & FROZEN,3080
161403,Wednesday,4300005134,2,GROCERY DRY GOODS,3303
161448,Wednesday,4011,1,PRODUCE,5501
161481,Wednesday,2430004133,1,COMM BREAD,3707
161654,Wednesday,68113107446,1,PERSONAL CARE,1411
161687,Wednesday,1590000043,2,PRE PACKED DELI,7557
161773,Wednesday,3825775493,1,MENS WEAR,8229
161832,Wednesday,4282560167,1,MENS WEAR,8225
161866,Wednesday,22763000000,1,MEAT - FRESH & FROZEN,1039
162015,Wednesday,3760031406,1,PRE PACKED DELI,7208
162054,Wednesday,88295696083,1,BOYS WEAR,5514
162097,Wednesday,7639703200,2,GROCERY DRY GOODS,2995
162227,Wednesday,2733100512,1,DAIRY,7962
162331,Wednesday,1312001372,1,FROZEN FOODS,1801
162446,Wednesday,18685200060,1,FROZEN FOODS,9151
162517,Wednesday,22500500000,1,SERVICE DELI,8026
162621,Wednesday,1326265668,1,"GIRLS WEAR, 4-6X  AND 7-14",800
162649,Wednesday,4182080792,2,SERVICE DELI,5020
162728,Wednesday,1380016635,2,FROZEN FOODS,4138
162767,Wednesday,2773602296,1,TOYS,2503
162826,Wednesday,2781500111,-1,PRE PACKED DELI,7252
162855,Wednesday,7432309750,1,GROCERY DRY GOODS,3682
162863,Wednesday,20966500000,1,SERVICE DELI,7010
162882,Wednesday,4.89397E+11,2,MENS WEAR,262
162892,Wednesday,4900005034,2,DSD GROCERY,4611
162932,Wednesday,3000001020,1,GROCERY DRY GOODS,3556
162940,Wednesday,2840043393,2,IMPULSE MERCHANDISE,808
163064,Wednesday,7874209728,1,COMM BREAD,3717
163278,Wednesday,76125371400,1,MENS WEAR,1206
163297,Wednesday,3338366000,2,PRODUCE,7702
163297,Wednesday,2500005416,2,DAIRY,1404
163352,Wednesday,7874207307,1,DAIRY,1510
163437,Wednesday,60538871461,1,DAIRY,9101
163474,Wednesday,5527085133,1,GROCERY DRY GOODS,3030
163567,Wednesday,20108700000,2,SERVICE DELI,8014
163614,Wednesday,3663203576,1,DAIRY,1430
163651,Wednesday,3400000246,1,IMPULSE MERCHANDISE,100
163671,Wednesday,4142011476,1,IMPULSE MERCHANDISE,110
163694,Wednesday,84487500199,1,PETS AND SUPPLIES,3410
163728,Wednesday,4958,1,PRODUCE,701
163739,Wednesday,4510006029,2,DSD GROCERY,2536
163797,Wednesday,88530616431,1,SLEEPWEAR/FOUNDATIONS,267
163797,Wednesday,88743954036,1,ACCESSORIES,317
163846,Wednesday,5114123488,-1,HOUSEHOLD CHEMICALS/SUPP,9405
163857,Wednesday,4.89397E+11,1,LADIESWEAR,1708
163963,Wednesday,68113107862,1,BAKERY,5017
164018,Wednesday,7457065058,1,FROZEN FOODS,9151
164060,Wednesday,5150024322,1,GROCERY DRY GOODS,2500
164060,Wednesday,7874235187,2,DAIRY,1508
164148,Wednesday,7225004319,1,COMM BREAD,3702
164183,Wednesday,8000000673,1,GROCERY DRY GOODS,2901
164225,Wednesday,2500004769,1,DAIRY,1407
164244,Wednesday,4182080791,1,SERVICE DELI,5020
164283,Wednesday,3800000110,3,GROCERY DRY GOODS,3555
164309,Wednesday,88530631871,1,MENS WEAR,1101
164353,Wednesday,3040077852,1,HOUSEHOLD PAPER GOODS,3006
164370,Wednesday,5460010568,1,HOUSEHOLD CHEMICALS/SUPP,52
164418,Wednesday,4282562880,1,MENS WEAR,8180
164437,Wednesday,8768400109,1,DSD GROCERY,4621
164446,Wednesday,22003200000,2,MEAT - FRESH & FROZEN,1039
164458,Wednesday,7874204673,1,COMM BREAD,3734
164518,Wednesday,65827620220,1,FROZEN FOODS,9704
164657,Wednesday,88530634492,1,BOYS WEAR,639
164657,Wednesday,68113104832,1,BEAUTY,4010
164683,Wednesday,4011,1,PRODUCE,5501
164692,Wednesday,4011,1,PRODUCE,5501
164692,Wednesday,7047000570,1,DAIRY,1343
164692,Wednesday,7209202424,1,DSD GROCERY,4655
164698,Wednesday,71785410594,2,FROZEN FOODS,9704
164741,Wednesday,80547024458,1,JEWELRY AND SUNGLASSES,6802
164760,Wednesday,7047027756,1,DAIRY,1343
164797,Wednesday,7343500004,1,COMM BREAD,3791
164880,Wednesday,2840042061,1,IMPULSE MERCHANDISE,808
164971,Wednesday,4178900115,2,GROCERY DRY GOODS,3120
165284,Wednesday,3800031010,1,GROCERY DRY GOODS,3504
165284,Wednesday,7294570544,1,COMM BREAD,3701
165335,Wednesday,7800008246,1,DSD GROCERY,9580
165347,Wednesday,22555500000,1,MEAT - FRESH & FROZEN,1301
165397,Wednesday,3800093767,1,GROCERY DRY GOODS,3600
165415,Wednesday,4011,1,PRODUCE,5501
165468,Wednesday,7343500201,1,COMM BREAD,3791
165479,Wednesday,2800066850,2,GROCERY DRY GOODS,3304
165556,Wednesday,3506110963,1,HARDWARE,2365
165704,Wednesday,4400003214,1,IMPULSE MERCHANDISE,804
165704,Wednesday,6830568631,1,PERSONAL CARE,603
165704,Wednesday,3700090710,1,PERSONAL CARE,803
165785,Wednesday,3338360503,2,PRODUCE,7911
165800,Wednesday,7874235188,2,DAIRY,1508
165827,Wednesday,80859471156,1,PLUS AND MATERNITY,8140
165879,Wednesday,4900002892,1,DSD GROCERY,9515
165902,Wednesday,2400001544,2,GROCERY DRY GOODS,2804
166067,Wednesday,82986404833,1,PLUS AND MATERNITY,8603
166070,Wednesday,22699900000,1,MEAT - FRESH & FROZEN,6254
166094,Wednesday,60538871457,2,DAIRY,9100
166114,Wednesday,3700008886,1,HOUSEHOLD CHEMICALS/SUPP,600
166244,Wednesday,78616215000,2,DSD GROCERY,3006
166244,Wednesday,71722620956,1,PERSONAL CARE,5316
166316,Wednesday,81547301188,1,DAIRY,7978
166437,Wednesday,2430004102,1,COMM BREAD,3707
166503,Wednesday,3338320027,1,PRODUCE,3601
166503,Wednesday,4470000098,2,PRE PACKED DELI,7508
166526,Wednesday,87799102360,1,HOME DECOR,4
166632,Wednesday,22500800000,1,SERVICE DELI,8027
166690,Wednesday,2500005544,2,DAIRY,1404
166698,Wednesday,1600043471,1,GROCERY DRY GOODS,3600
166698,Wednesday,3663203646,1,DAIRY,1443
166698,Wednesday,4470007353,1,PRE PACKED DELI,7554
166710,Wednesday,71516613802,1,SEAFOOD,1041
166710,Wednesday,7874204021,1,HOUSEHOLD PAPER GOODS,3011
166773,Wednesday,7874235187,1,DAIRY,1508
166877,Thursday,88530627779,1,MENS WEAR,5701
166948,Thursday,9149299046,2,HOME MANAGEMENT,8154
167018,Thursday,84105804101,1,PERSONAL CARE,1409
167127,Thursday,7940018940,1,PERSONAL CARE,5030
167246,Thursday,5100011285,1,GROCERY DRY GOODS,2829
167389,Thursday,78665840889,1,"GIRLS WEAR, 4-6X  AND 7-14",1607
167465,Thursday,3000031930,1,GROCERY DRY GOODS,3552
167625,Thursday,4900003165,2,DSD GROCERY,9205
167627,Thursday,5480003080,2,GROCERY DRY GOODS,3815
167655,Thursday,5410001870,1,GROCERY DRY GOODS,2503
167693,Thursday,64600747467,1,"GIRLS WEAR, 4-6X  AND 7-14",6013
167736,Thursday,60538818680,1,PRE PACKED DELI,7202
167812,Thursday,82486200816,1,PRODUCE,5996
167957,Thursday,4935380077,1,JEWELRY AND SUNGLASSES,6464
167981,Thursday,1070080722,1,IMPULSE MERCHANDISE,100
168156,Thursday,3700092976,1,HOUSEHOLD PAPER GOODS,1030
168156,Thursday,2430004102,1,COMM BREAD,3707
168272,Thursday,4087,1,PRODUCE,7803
168337,Thursday,7617460060,1,HARDWARE,6824
168501,Thursday,7001119531,1,SHEER HOSIERY,2700
168603,Thursday,68113132896,1,PRODUCE,7070
168607,Thursday,4900000044,1,DSD GROCERY,9546
168607,Thursday,88561564941,1,BRAS & SHAPEWEAR,360
168607,Thursday,7046209835,1,"CANDY, TOBACCO, COOKIES",707
168724,Thursday,7192119041,1,FROZEN FOODS,9114
168737,Thursday,4850002123,1,DAIRY,1407
168741,Thursday,7343500006,1,COMM BREAD,3791
168894,Thursday,3400000847,1,IMPULSE MERCHANDISE,135
169001,Thursday,60538871459,1,DAIRY,9128
169058,Thursday,4650073340,1,HOUSEHOLD CHEMICALS/SUPP,8910
169199,Thursday,88309608553,1,MENS WEAR,5662
169330,Thursday,20108700000,1,SERVICE DELI,8014
169376,Thursday,8000000672,2,GROCERY DRY GOODS,2907
169412,Thursday,72654752568,1,LADIESWEAR,508
169476,Thursday,7142103206,1,SERVICE DELI,4021
169562,Thursday,1708270010,1,IMPULSE MERCHANDISE,601
169571,Thursday,1312000800,1,FROZEN FOODS,1801
169736,Thursday,69499000810,2,DSD GROCERY,3855
169736,Thursday,1030053652,1,DSD GROCERY,3561
169766,Thursday,7282017092,1,DAIRY,7978
169859,Thursday,64600762405,2,BRAS & SHAPEWEAR,208
169860,Thursday,88530626637,1,SLEEPWEAR/FOUNDATIONS,7036
169866,Thursday,4062,1,PRODUCE,8104
169876,Thursday,7192148353,1,FROZEN FOODS,9115
169899,Thursday,7603196924,1,MENS WEAR,5207
169986,Thursday,4011,1,PRODUCE,5501
169993,Thursday,7940055020,2,PERSONAL CARE,109
170018,Thursday,4300079475,1,GROCERY DRY GOODS,3304
170105,Thursday,7874236962,1,GROCERY DRY GOODS,2755
170105,Thursday,4122461600,1,GROCERY DRY GOODS,2758
170112,Thursday,7874235188,1,DAIRY,1508
170153,Thursday,82179621491,1,MENS WEAR,2544
170243,Thursday,7566911898,1,GROCERY DRY GOODS,2997
170243,Thursday,5197417125,1,GROCERY DRY GOODS,1104
170243,Thursday,22921500000,1,BAKERY,8048
170331,Thursday,9661158617,1,SWIMWEAR/OUTERWEAR,320
170338,Thursday,4812121657,1,COMM BREAD,3405
170357,Thursday,7047029423,1,DAIRY,1344
170357,Thursday,2113150111,1,FROZEN FOODS,1903
170463,Thursday,4800001191,2,GROCERY DRY GOODS,2902
170465,Thursday,1326141893,1,BOYS WEAR,4648
170614,Thursday,3800040320,2,FROZEN FOODS,2112
170637,Thursday,3800031710,2,GROCERY DRY GOODS,3504
170637,Thursday,2924300007,1,GROCERY DRY GOODS,2997
170639,Thursday,7287926337,1,FABRICS AND CRAFTS,5910
170685,Thursday,76060902786,2,MENS WEAR,1605
170729,Thursday,8.80635E+11,1,SLEEPWEAR/FOUNDATIONS,7138
170822,Thursday,20140500000,1,SERVICE DELI,7010
170875,Thursday,4.89397E+11,1,MENS WEAR,7205
170899,Thursday,3800039136,1,GROCERY DRY GOODS,3600
171072,Thursday,7874201659,1,DSD GROCERY,4639
171072,Thursday,3338320027,1,PRODUCE,3601
171096,Thursday,79764252676,1,MENS WEAR,2830
171187,Thursday,81541901482,1,SPORTING GOODS,8204
171235,Thursday,60892600438,1,SLEEPWEAR/FOUNDATIONS,7628
171235,Thursday,88530634381,1,"GIRLS WEAR, 4-6X  AND 7-14",5170
171268,Thursday,2900000856,1,DAIRY,1251
171273,Thursday,7218069291,1,FROZEN FOODS,9705
171281,Thursday,9933894066,1,LADIESWEAR,1779
171281,Thursday,82179621458,1,MENS WEAR,970
171281,Thursday,84970900097,1,BATH AND SHOWER,1703
171365,Thursday,9064970517,1,BRAS & SHAPEWEAR,3920
171386,Thursday,68113107862,1,BAKERY,5017
171512,Thursday,4182080793,1,SERVICE DELI,5020
171564,Thursday,8.80632E+11,1,LADIESWEAR,313
171566,Thursday,4138309043,3,DAIRY,1505
171566,Thursday,6414404748,2,GROCERY DRY GOODS,104
171753,Thursday,25088200000,1,SERVICE DELI,8001
171805,Thursday,88309613998,1,BOYS WEAR,6013
171924,Thursday,60538871457,2,DAIRY,9100
172017,Thursday,2500005466,1,DAIRY,1407
172112,Friday,3082,1,PRODUCE,8400
172148,Friday,7740012863,2,PRE PACKED DELI,7561
172148,Friday,7874214771,1,BAKERY,3004
172173,Friday,76125379431,1,BOYS WEAR,1524
172383,Friday,7144418443,1,CELEBRATION,22
172609,Friday,8000050525,2,GROCERY DRY GOODS,2906
172703,Friday,3151,1,PRODUCE,7801
172845,Friday,22501100000,1,SERVICE DELI,8003
172913,Friday,2740010307,1,DAIRY,1252
172916,Friday,7874212229,2,GROCERY DRY GOODS,3556
172916,Friday,3120027015,1,DSD GROCERY,4639
173357,Friday,4227200176,2,FROZEN FOODS,4130
173404,Friday,88882510483,2,LADIESWEAR,284
173483,Friday,1600050330,2,GROCERY DRY GOODS,3808
173664,Friday,3500050900,1,PERSONAL CARE,202
173673,Friday,88399025350,1,DSD GROCERY,4621
173744,Friday,8.80632E+11,1,LADIESWEAR,286
173799,Friday,76738703420,1,GROCERY DRY GOODS,3940
173963,Friday,88743955568,1,MENS WEAR,144
174034,Friday,9899,1,BAKERY,5025
174328,Friday,7047019801,-1,DAIRY,1343
174328,Friday,2840044089,1,DSD GROCERY,3658
174337,Friday,20108800000,1,SERVICE DELI,8014
174416,Friday,5000091308,1,DAIRY,1513
174458,Friday,8.80552E+11,1,LADIESWEAR,3120
174714,Friday,88596736210,1,HOUSEHOLD CHEMICALS/SUPP,570
174761,Friday,2500004738,1,DAIRY,1407
174875,Friday,88577948691,1,LADIESWEAR,2045
175164,Friday,2840000289,1,DSD GROCERY,3658
175171,Friday,76125379436,1,BOYS WEAR,1524
175173,Friday,69511912036,2,FROZEN FOODS,6504
175242,Friday,88530632885,1,MENS WEAR,1103
175267,Friday,3700082370,1,HOUSEHOLD CHEMICALS/SUPP,2080
175310,Friday,8171572448,1,ACCESSORIES,721
175310,Friday,80469178988,1,SWIMWEAR/OUTERWEAR,295
175327,Friday,7445152248,1,INFANT CONSUMABLE HARDLINES,402
175362,Friday,68113107866,1,BAKERY,5006
175426,Friday,7874235296,1,GROCERY DRY GOODS,4402
175473,Friday,20941400000,1,SERVICE DELI,4042
175538,Friday,88530631700,1,MENS WEAR,1102
175546,Friday,89470001013,1,DAIRY,1431
175629,Friday,3090091136,1,DAIRY,7955
175651,Friday,2733100584,1,DAIRY,7962
175704,Friday,20108700000,1,SERVICE DELI,8014
175922,Friday,4600081101,1,GROCERY DRY GOODS,3201
175939,Friday,67293581413,1,PERSONAL CARE,9108
176130,Friday,60892604697,1,BRAS & SHAPEWEAR,7022
176224,Friday,7261346000,-1,HOUSEHOLD CHEMICALS/SUPP,535
176237,Friday,81829001273,2,DAIRY,1450
176252,Friday,80469180798,1,SWIMWEAR/OUTERWEAR,321
176415,Friday,7874222953,1,DSD GROCERY,4636
176531,Friday,7279903542,1,IMPULSE MERCHANDISE,125
176531,Friday,2800000824,1,DSD GROCERY,4635
176537,Friday,8.80614E+11,1,LADIESWEAR,324
176576,Friday,8.80632E+11,1,LADIESWEAR,312
176600,Friday,2931114863,1,MENS WEAR,690
176600,Friday,2931114862,1,MENS WEAR,690
176600,Friday,3400000556,1,IMPULSE MERCHANDISE,135
176606,Friday,4900001278,1,DSD GROCERY,9550
176634,Friday,88694432291,1,BRAS & SHAPEWEAR,2797
176795,Friday,88530632865,1,MENS WEAR,1103
176838,Friday,8259272032,1,PRODUCE,7916
176862,Friday,71521127393,1,INFANT APPAREL,6030
176872,Friday,4850000629,1,DAIRY,1346
176936,Friday,5200031247,1,GROCERY DRY GOODS,2838
176936,Friday,2000010546,1,GROCERY DRY GOODS,2804
176936,Friday,4011,1,PRODUCE,5501
176998,Friday,88491201426,2,GROCERY DRY GOODS,3555
177018,Friday,7432309103,1,COMM BREAD,3770
177057,Friday,4048,1,PRODUCE,901
177080,Friday,2931114157,1,MENS WEAR,680
177116,Friday,4856406000,1,COMM BREAD,3729
177120,Friday,4155442063,1,BEAUTY,2230
177218,Friday,7874235186,1,DAIRY,1508
177364,Friday,2200001189,1,"CANDY, TOBACCO, COOKIES",707
177490,Friday,7192196236,1,FROZEN FOODS,9115
177493,Friday,7874237037,1,GROCERY DRY GOODS,3251
177500,Friday,4920004550,1,GROCERY DRY GOODS,4451
177518,Friday,4400003202,1,DSD GROCERY,2758
177572,Friday,84566207783,1,TOYS,4520
177573,Friday,7187154668,1,PRE PACKED DELI,7557
177695,Friday,30521010680,1,PERSONAL CARE,9107
177726,Friday,3338320027,1,PRODUCE,3601
177764,Friday,7874235188,1,DAIRY,1508
177764,Friday,3700034885,1,HOUSEHOLD PAPER GOODS,4005
177764,Friday,3500044678,1,HOUSEHOLD CHEMICALS/SUPP,130
177771,Friday,7940056430,1,PERSONAL CARE,9101
177803,Friday,88882521500,1,LADIESWEAR,5221
177852,Saturday,1326263702,1,"GIRLS WEAR, 4-6X  AND 7-14",800
177860,Saturday,7192153540,1,FROZEN FOODS,9117
178088,Saturday,35972616915,1,PHARMACY OTC,2016
178165,Saturday,7874243167,1,GROCERY DRY GOODS,4408
178165,Saturday,7225003706,1,COMM BREAD,3702
178165,Saturday,7874235338,1,GROCERY DRY GOODS,4253
178168,Saturday,4450020170,1,PRE PACKED DELI,7554
178229,Saturday,66572107784,2,BATH AND SHOWER,1505
178314,Saturday,3408663825,2,BEDDING,6015
178346,Saturday,20154500000,1,SERVICE DELI,8001
178359,Saturday,4011,2,PRODUCE,5501
178359,Saturday,3663203646,1,DAIRY,1443
178359,Saturday,4900006695,1,DSD GROCERY,3004
178454,Saturday,2000016326,1,GROCERY DRY GOODS,2816
178456,Saturday,88561566108,1,SLEEPWEAR/FOUNDATIONS,6591
178552,Saturday,1200080008,2,DSD GROCERY,9558
178637,Saturday,7146401775,1,PRODUCE,7131
178781,Saturday,7874205853,1,HOUSEHOLD PAPER GOODS,5030
178814,Saturday,4011,1,PRODUCE,5501
178842,Saturday,5200032555,2,DSD GROCERY,4606
179084,Saturday,4139000002,1,GROCERY DRY GOODS,2253
179236,Saturday,60538818790,1,DAIRY,7955
179236,Saturday,7940026700,1,PERSONAL CARE,5491
179265,Saturday,4393575523,1,MENS WEAR,8677
179272,Saturday,1590006420,1,PRE PACKED DELI,7251
179276,Saturday,88810911064,1,COMM BREAD,6151
179295,Saturday,88616688882,2,BOYS WEAR,1009
179636,Saturday,81829001415,3,DAIRY,1450
179663,Saturday,1292668381,1,SHOES,4854
179942,Saturday,7874201228,1,COMM BREAD,3712
180012,Saturday,75166677005,1,PRODUCE,7804
180044,Saturday,4300000960,1,FROZEN FOODS,2051
180066,Saturday,22501100000,1,SERVICE DELI,8003
180179,Saturday,3620001494,1,GROCERY DRY GOODS,2401
180221,Saturday,7001063390,1,MENS WEAR,8064
180316,Saturday,63133829920,2,INFANT APPAREL,6802
180370,Saturday,7940011803,1,PERSONAL CARE,27
180542,Saturday,71521127001,1,INFANT APPAREL,6106
180581,Saturday,1450001100,2,FROZEN FOODS,1750
180595,Saturday,78716521541,1,LADIESWEAR,5016
180595,Saturday,4011,1,PRODUCE,5501
180595,Saturday,76594016788,1,FABRICS AND CRAFTS,506
180595,Saturday,4087,1,PRODUCE,7803
180646,Saturday,7874298393,1,BAKERY,5024
180787,Saturday,2100003934,1,GROCERY DRY GOODS,3050
180873,Saturday,6827473529,1,DSD GROCERY,2351
181038,Saturday,68113138748,1,PRODUCE,6801
181173,Saturday,89470001026,1,DAIRY,1431
181289,Saturday,2733100051,1,COMM BREAD,3706
181289,Saturday,7874209649,1,DAIRY,7955
181329,Saturday,60538816954,1,SHOES,8960
181332,Saturday,81127501078,1,ELECTRONICS,4805
181467,Saturday,88579242517,1,MENS WEAR,1856
181622,Saturday,2100060256,1,DAIRY,7958
181770,Saturday,2529360039,1,DAIRY,1511
181814,Saturday,2500004769,1,DAIRY,1407
181838,Saturday,7146410005,2,PRODUCE,7704
181924,Saturday,4812121681,1,COMM BREAD,3405
181986,Saturday,7874210066,1,GROCERY DRY GOODS,2302
182069,Saturday,88530625417,1,MENS WEAR,1061
182204,Saturday,2733100708,1,DAIRY,9085
182235,Saturday,2010000300,2,GROCERY DRY GOODS,2903
182647,Saturday,3940001985,1,GROCERY DRY GOODS,2828
182751,Saturday,88530634984,1,MENS WEAR,5208
182797,Saturday,5210001802,2,GROCERY DRY GOODS,4273
182955,Saturday,7874208241,1,FROZEN FOODS,1852
182964,Saturday,4494608215,1,DAIRY,7902
183023,Saturday,5150005330,1,GROCERY DRY GOODS,2500
183043,Saturday,4069,1,PRODUCE,8501
183068,Saturday,68113106762,1,SERVICE DELI,4010
183083,Saturday,8.80632E+11,1,LADIESWEAR,286
183095,Saturday,4900001679,1,DSD GROCERY,9546
183095,Saturday,4.89397E+11,1,MENS WEAR,7205
183095,Saturday,81137302012,1,FABRICS AND CRAFTS,3605
183325,Saturday,7047000307,1,DAIRY,1351
183406,Saturday,71660511671,2,SLEEPWEAR/FOUNDATIONS,3383
183553,Saturday,84300507468,1,LADIESWEAR,342
183657,Saturday,2370001410,1,FROZEN FOODS,4061
183789,Saturday,7874211695,1,FROZEN FOODS,1752
183799,Saturday,7778200813,1,MEAT - FRESH & FROZEN,6106
183799,Saturday,7874201228,1,COMM BREAD,3712
183799,Saturday,7874203868,1,GROCERY DRY GOODS,4451
183808,Saturday,7874203278,1,DAIRY,7973
183903,Saturday,3500055500,2,PERSONAL CARE,401
183953,Saturday,5107114664,1,LADIESWEAR,663
184048,Saturday,8511842967,1,INFANT APPAREL,6303
184175,Saturday,64600707965,1,BRAS & SHAPEWEAR,130
184266,Saturday,72136601391,1,HOME DECOR,6002
184450,Sunday,5100022541,1,DSD GROCERY,4646
184464,Sunday,9661158617,1,SWIMWEAR/OUTERWEAR,320
184590,Sunday,1714956391,1,MENS WEAR,1995
184760,Sunday,88530617344,1,BOYS WEAR,4351
184772,Sunday,3320009990,1,HOUSEHOLD CHEMICALS/SUPP,745
184833,Sunday,2000019965,3,FROZEN FOODS,1750
184844,Sunday,4900002892,1,DSD GROCERY,9515
184940,Sunday,83124800197,2,PHARMACY OTC,2071
185103,Sunday,1326150146,1,BOYS WEAR,7608
185194,Sunday,7343500006,1,COMM BREAD,3791
185228,Sunday,81832601290,1,HOME DECOR,2523
185478,Sunday,1862703001,1,GROCERY DRY GOODS,3551
185530,Sunday,3000031835,1,GROCERY DRY GOODS,3505
185543,Sunday,88309614010,1,BOYS WEAR,6021
185594,Sunday,84471886213,1,IMPULSE MERCHANDISE,302
185618,Sunday,7294561190,1,COMM BREAD,3701
185648,Sunday,68113132897,1,PRODUCE,7025
185648,Sunday,7146401667,1,PRODUCE,7131
185730,Sunday,62058454486,1,ACCESSORIES,293
185730,Sunday,60538816551,1,SHOES,8406
185750,Sunday,62058454341,1,ACCESSORIES,293
185829,Sunday,3400014600,1,GROCERY DRY GOODS,4002
185848,Sunday,7314906279,1,HOME MANAGEMENT,4206
185952,Sunday,87694100315,5,GROCERY DRY GOODS,2921
186034,Sunday,4032672652,1,MENS WEAR,211
186061,Sunday,8.2463E+11,1,"GIRLS WEAR, 4-6X  AND 7-14",183
186061,Sunday,7533819982,1,BOYS WEAR,602
186167,Sunday,4020,1,PRODUCE,1202
186216,Sunday,7874237328,1,GROCERY DRY GOODS,2453
186254,Sunday,84868303380,-1,MENS WEAR,4473
186254,Sunday,84868303380,1,MENS WEAR,4473
186284,Sunday,7482064545,1,BOOKS AND MAGAZINES,8203
186354,Sunday,7874205859,1,GROCERY DRY GOODS,3306
186388,Sunday,5210001970,1,GROCERY DRY GOODS,4252
186419,Sunday,4470000857,2,PRE PACKED DELI,7557
186419,Sunday,7874220996,1,GROCERY DRY GOODS,3901
186499,Sunday,2840042171,1,DSD GROCERY,9256
186501,Sunday,2113180034,1,FROZEN FOODS,1901
186501,Sunday,3700086748,1,HOUSEHOLD CHEMICALS/SUPP,514
186594,Sunday,9047833110,1,GROCERY DRY GOODS,2998
186594,Sunday,7874235187,4,DAIRY,1508
186631,Sunday,9064967112,1,BRAS & SHAPEWEAR,4003
186674,Sunday,68113105300,1,PERSONAL CARE,702
186683,Sunday,3400011470,1,"CANDY, TOBACCO, COOKIES",521
186683,Sunday,78905062862,1,LADIESWEAR,1903
186683,Sunday,4011,1,PRODUCE,5501
186700,Sunday,20966500000,1,SERVICE DELI,7010
186752,Sunday,4900001278,1,DSD GROCERY,9550
186803,Sunday,2840016702,1,IMPULSE MERCHANDISE,804
186921,Sunday,7282017090,2,DAIRY,7978
186921,Sunday,7639703200,1,GROCERY DRY GOODS,2995
186921,Sunday,3800092668,1,GROCERY DRY GOODS,3600
186921,Sunday,4900003165,1,DSD GROCERY,9205
186976,Sunday,2840019043,1,DSD GROCERY,3658
186976,Sunday,1600042414,1,DSD GROCERY,4679
187017,Sunday,75481909953,1,MENS WEAR,1727
187024,Sunday,88295697301,1,MENS WEAR,2511
187198,Sunday,60538862097,1,FINANCIAL SERVICES,0
187198,Sunday,88692987467,1,PLUS AND MATERNITY,303
187213,Sunday,7874203952,2,HOUSEHOLD PAPER GOODS,110
187294,Sunday,4460031301,1,LAWN AND GARDEN,31
187384,Sunday,7874243268,1,FROZEN FOODS,1752
187430,Sunday,1800081778,1,DAIRY,1307
187434,Sunday,2200000667,1,IMPULSE MERCHANDISE,135
187750,Sunday,3825775533,1,MENS WEAR,8270
187999,Sunday,980012301,1,IMPULSE MERCHANDISE,115
187999,Sunday,3700088281,1,HOUSEHOLD PAPER GOODS,1006
188107,Sunday,4400003214,1,IMPULSE MERCHANDISE,804
188107,Sunday,71521127023,1,INFANT APPAREL,6106
188154,Sunday,4667500080,1,DAIRY,1356
188195,Sunday,4288740988,1,IMPULSE MERCHANDISE,8205
188232,Sunday,7874205198,1,BAKERY,2030
188283,Sunday,2500001010,1,DSD GROCERY,3004
188304,Sunday,68210220339,1,MENS WEAR,3011
188304,Sunday,4430012169,1,GROCERY DRY GOODS,2255
188325,Sunday,7874235188,1,DAIRY,1508
188325,Sunday,4741738650,1,LADIES SOCKS,3703
188411,Sunday,68113107095,1,BAKERY,4010
188634,Sunday,88133400046,1,GROCERY DRY GOODS,3308
188704,Sunday,8520000114,1,"LIQUOR,WINE,BEER",3452
188771,Sunday,7008503508,1,FROZEN FOODS,1953
188804,Sunday,2200000666,1,IMPULSE MERCHANDISE,135
188898,Sunday,60915901031,1,LADIESWEAR,2515
188905,Sunday,4280011200,1,FROZEN FOODS,1951
188905,Sunday,4530000276,1,GROCERY DRY GOODS,2651
188905,Sunday,2920000350,1,GROCERY DRY GOODS,3902
188964,Sunday,5210037160,1,GROCERY DRY GOODS,3002
189023,Sunday,66216323775,1,MENS WEAR,1227
189036,Sunday,88851071809,1,INFANT APPAREL,6406
189152,Sunday,7680000691,2,DAIRY,8004
189191,Sunday,7874235188,1,DAIRY,1508
189199,Sunday,4850030139,1,DAIRY,1404
189199,Sunday,7225003706,1,COMM BREAD,3702
